userName;score;content;;;
Yoga nugraha Channel;1;Saya adalah pengemudi motor indrive baru baru ini saya aktifkan kembali aplikasinya, saya berniat mengganti foto profile saya karena sangat tidak relevan dengan hari ini, saya sudah coba mengganti pada aplikasi di bagian dukungan dan ganti foto tapi tombol ganti foto itu sama sekali tidak bisa di gunakan tolong perbaiki bug nya;;;
Baihaqi Kiki;1;sistem nya tidak jelas urutan driver nya tidak sesuai jarak.dilist jarak driver ngacak bukan yg teratas dari yg terdekat lalu ikut yg ke bawah yg jarak jauh,tapi kenyataan nya jarak driver selalu ngacak....perbaiki sistem nya jika penumpang ingin tetap setia pakai jasa aplikasi ini;;;
Khan Agieh;1;Ini aplikasi gimn ya, baru aja aktif bergabung, nunggu orderannya lama banget 1 Minggu baru dapet orderan. Ehhh maksa harus tambah dana / top up saldo. Sebelum top up ,wihhh info penawaran,rajin banget masuk ke hp,ehhhh setelah di top up ,preeettt seminggu baru dapat 1 orderan ,setelah itu sudah 2 Minggu ini belum juga dapat orderan, Gila nih app, 2 x 24 app on bid gak nyangkut orderan. Info doang yang masuk,dah gitu info yang masuk jarak nya diatas 2 km Sampek 13 km. In drive preeeettt lah🆖❌⏬❌;;;
Dekha Prastya;5;saran bagi bagi yang menjadi driver dan mendengar keluhan penumpang lebih baik kembali lagi pada sistem awal konsisten apk indriver buat lelangan merata biar penumpang bisa memilih yang terdekat buat penumpang driver terdekat itu yang jadi acuan kenapa mereka memilih apk indriver. tolong kepada bagian IT jangan merusak sistem yang dulu sangat bagusb;;;
Alexander Kongoasa;5;Setelah saya update aplikasi ke versi 5.79.1 ada notifikasi bahwa penawaran auto (autobid) d aktifkan masuk ke pengaturan tapi setelah masuk k pengaturan kok ga ada menunya utk mengaktifkan autobid, tolong infonya gimana neh padahal teman saya ada fitur on/off autobid sedangkan aplikasi yg saya update ga ada cuma notif doang;;;
aidil sitorus;5;Tolong untuk Aplikasi Bot di Tiadakan. Karena membuat driver merasa tidak adil. Jika emang ingin mengotomatiskan tarif buat langsung di aplikasi biar semua kebagian. Sudah lama menjadi driver tapi tetap kalah saing dengan pemula yang menggunakan Aplikasi Bot;;;
Aldy PW;1;Tarif terlalu murah dibawah rata-rata apk lainnya... Kalau untuk awalan ngebit saya rasa no. Di motor ancur. Ongkos + jasanya ngga sesuai sama tarif standar. Tetapi kalau untuk kosongan / arah pulang okelah bisa dipertimbangkan;;;
Olivia s;1;Aplikasi aneh, makin di update makin banyak kendala, jarak driver dekat gak lebih 1 mnt di tampilkan ke penumpang wktu jemput 10 mnt. Mohon ditampilkan JARAK kita ke penumpang saja, jangan WAKTU penjemputan. Awalnya saya males update apk, tp kl tdk update muncul notif menggunakan apk tdk resmi. Di update malah susah masuk lelang dan jadi gagu. Serba salah.;;;
Afifi Mohammad;1;Parah banget masa selama autobid dirubah ga ada yg masuk sama sekali, kayanya ribet banget ngatur aplikasi , Perubahan emng penting, tapi arahnya lebih baik bukan lebih sulit di gunakan, ribet, penumpang bisa beralih ke app yang lain. Rubah seperti dulu aja tarif juga jangan terlalu jauh banget bedanya. Sama app sebelah.;;;
Muhammad Renaldy;1;Aplikasi baru saja di update tetapi belum ada perubahan dari segi tampilan dari driver. Yang di update sebenernya apa. Sistem dari driver Masi tetep aja banyak bug nya belum ada perubahan nya juga. Padahal saya udah klik terima otomatis perjalanan tetapi masih muncul aja pop up permintaan perjalanan ☹️;;;
Fegianda Salili;3;Tolong drivernya yang terdekat, bukan waktunya, karna kalau waktu banyak driver yang pakai apk tambahan, dan tolong untuk driver yang pake apk tambahan di berhentikan permanen, kami penumpang sangat resah.🙏🏻;;;
Ardi Juliansyah;2;Sore bosku , kenapa yaa untuk sistem sekarang ambruk/parah sekali , ada lelangan malah centrang centring , ga ikut tawar otomatis , padahal 80 meter . Dan untuk IT nyaa jangan kebanyakan mainin aplikasi , sampe2 sistem sekarang amburadul / jelek sekali . Terima kasih , ( Salam Rungkad );;;
Frisko L Ratu;1;Sangat mengecewakan, saya sebagai driver sudah 2 tahun lebih, sistem skarang sudah di update autobidnya tidak bisah masuk harus di clik, gimana coba ada sistem autobid tetapi harus di clik, #kota Manado Sangat mengecewakan sebagai driver;;;
Andre Oscar512;2;Kenapaya sistem sekarang untuk lelangannya jadi tidak beraturan ya? masa jarak dekat ratusan bahkan puluhan meter jarak driver dengan cs malah bunyi bunyi doang masuk list lelang kaga,pedahal sistim autobidnya aktif,terus ada yang masuk lelang juga jaraknya gak ngotak 2km masuk lelang waktu 1mnt harus sampai jika dapat order pake autobid. Kalau ngeklik/cocol orderan sesalu sudah di terima pedahal jarak sangat dekat driver dengan CS gimana ya ini indriv, MOHON UNTUK DI PERBAIKI LAGI APKNYA.;;;
FIRMAN RACHADIAN;5;Aplikasi setelah update sangat ngaco semua driver prio mengeluhkan aplikasi sekarang, jarak dekat 5m jgn kan dapat masuk lelang pun tidak, malah yg jarak jauh masuk tp waktu 1mnt alhasil selalu terlambat customer mengeluh, untuk jd prio butuh pengorbanan waktu dan tenaga skrg malah disepelkan dgn dihilangkan autobidnya dgn maksud apa coba !!. Tiap perbaruan seharusnya lebih bagus bukan malah ngaco, semua ulasan bernada negatif apa indrive akan tutup mata tutup telinga ????;;;
WILLIAMS RICARDO NDURU;1;Aplikasi gak jelas, saya driver sering dapat orderan fiktif, saldo tepotong+waktu habis, lama lagi proses saldo balik nya.... Sistem gajelas... Bagus maen gojek lebih jelas, kalau indriv gini terus nasipnya nanti kayak uber gk laku!!! Cuihh!!! Suruh tim gimana caranya memerangi orderan fiktif driver di lindungi bukan malah di bebani !!! Aplikasi t*i;;;
Yansyah Juniar;3;Sumpah semakin nggak jelas aja sistem,, kalo sistem indriver Kya gini truss,, penumpang bakal kecewa,, karna jarak penjemputan terlalu sedangkan wkt penjemputan singkat,, yg ada penumpang bakal pindah ke apk yg lain.... Mending kalo updet itu, ya sekalian aja buat orderan otomatis kaya apk yg lain, nggak usah ada sistem lelang,, pasti bakal tambah banyak customer nya, kalo indriver buat sistem Kya gitu;;;
Rifan Wiharja;1;Makin kesini aplikasi nya makin musingin masa di jam sibuk orderan malah ga masuk lelang, padahal jarak jemput cuman beberapa meter, lapor di dukungan malah terus harus muter-muter kalo kaya gitu dapet kagak tekor bensin iya, ga ada bedanya yang udah prioritas sama yang belum, perjalanan banyak, status udah veteran sekarang ga ngaruh;;;
Anno Arsyad;3;Tolong dong, map nya seperti aplikasi sebelah yang otomatis bisa lgsģ di liat arah penjemputan nya dan satu lagi alamat tujuan kasih nama kelurahan atau kecamatan nya dong, jangan cuma nama jalan saja sok bikin driver bingung... itu saja masukan nya Terimah kasih..!!!;;;
Rona Fysesha;3;Terkadang titik penjemputan suka beda SMA posisi customer. D tambah orderan PHP doang ,order masuk udah seneng ehhh malah orderan sudah d. Terima lah, orderan tidak aktif lah,kadaluarsa lah,kenapa masuk ke akun kalo semua itu........;;;
Syerhan Iyan;1;App kentut..semakin sulit aja di gunakan,padahal seringkali kita update agar lebih cepat & mudah,ga taunya buang² waktu & mempwelambat pemesanan ! Masa alamat yg kita tuju tidak menampilkan pilihan & di sutuhnya kita aendiei mencari lewat maps tersebut & lagi masa kita di suruh dukuan menaruh harga,harusnya kan otomatis tampil,sangat pelik sekali & kacau banget jadi ampuradul di bikin pusing kita,tidak seperti dulu lagi yg mudah kita mencari alamat & memesan !!;;;
muhamad daradjat;4;Kalau ada update dalam 1 bulan cukup 1 kali atau 2 kali, karena update membutuhkan quota. Tawar otomatis kadang-kadang berfungsi dan tidak tidak berfungsi, kalau tawar otomatis karena titik jemput jauh terus di batalkan jangan terus terblokir.;;;
arvhi noverioanantha;5;Aplikasi yg masih saya pertahankan sampai saat ini karena dari awal ada di jakarta sya ikut berjuang memperkenalkan apk ini ke masyarakat dr blom ada penumpang . Sya minta tolong untuk jarak penjemputan automatis nya jangan lebih dari 1 km atau waktu jemputnya kembali seperti dlu sesuai jarak.. Makasih;;;
Trisno Ganteng;5;Kenapa setiap pembaruan indriver selalu bikin anyep akun,kasihan driver yang memang penghasilan utama dari ngojek dan mengandalkan indriver,sudah ada autobid tapi tetap saja akun anyep.tolong di perbaiki lagi sistem agar para driver bisa narik dengan lancar;;;
Rahmat Afrian;4;Perbaiki waktu dan jarak,,,agar penumpang tidak komplain karena jarak jauh dan reputasi kami membaik... Status prio munculkan kembali. Untuk keamanan perbaiki karena disaat sistem seperti ini banyak yg tetembakan,yg berakibat buruk bagi driver terima kasih;;;
Jazlee Ten;5;Kalau boleh jarak nya di atur lagi,masakan no urut 1 pas pemensanan jarak tertulis 100mtr,ehg pas muncul profil driverny 2 km..kadang mau cepat malah ketemu sampai 30 mnt atau 20 mnt..Tolong lah,yg di butuhkan waktu bukan lokasi yg jauh.;;;
Felany 0905;2;Aplikasi aneh... Ranting susah naik , lagunya naik tiba-tiba turun... Kan ANEH...BELUM JUGA SEHARI ... HARUS NYA KELIHATAN DONG... AMA APLIKATOR YANG BEKERJA... DI PIHAK APLIKASI... Kalo emang kriteria kerjanya lihat dong... Dari penilaian dan kerja draiver itu sendiri kan kelihatan.. Jangan jadi aplikasi yang ASAL-ASALAN... Yang menjengkelkan draiver Kan itu mempengaruhi orderan... KELUHAN MELALUI fadback tidak berguna tidak terselesaikan.. Pihak aplikasi & aplikator gak jelas Aplikasi aneh.;;;
A Maulana;1;Aplikasi dengan sistem yg sangat BURUK dan BOBROK...aplikasi tidak Jelas...di UPDATE malah ga jelas!!! Pantes para calon Penumpang pada pergi dan pindah ke aplikasi lain yg lebih jelas...dan saling menguntungkan....PAYAH!!! 👎👎;;;
Murwantoro Murwantoro;5;Aplikasi di update terbaru malah fitur auto terima malah ilang...ketika di klik..permintaan langsung ilang.. susah masuk lelang... Setidaknya nya..yg deket dari lokasi permintaan bisa masuk lelang.. tinggal penumpang. yg nanti pilih.. Susah masuk lelang= di suruh ngaso. Alhamdulillah..fitur auto terima.. aplikasi sudah kembali..& .bisa masuk lelang...besar harapan/ peluang bisa dpt penumpang..sarana dpt rejeki buat keluarga... Terima kasih team supprot indrve..yg telah merespon.. Salam.;;;
MCGRIMORE GAMERS;4;Tolong di perbaiki saya pengguna baru masak habis di klik hilang orderan atau orderan tidak aktif. Gmn bisa dapet penumpang. Terus yg terupdate jarak tempuh yg lumayan jauh dari lokasi kita kebanyakan 4-5 km dari lokasi.;;;
Dani Hamdani;2;"Aplikasi selalu update tapi selalu saja NGEBUG ketika dapat orderan, di login kembali malah tidak bisa masuk dengan notif ""gagal muat & masalah koneksi"", padahal koneksi stabil!! Sudah di email sudah di gform tetapi tidak ada balasan apapun !!! Makin kesini makin mengecewakan sistem indrive!! Mau bersaing dengan yang lain gimana coba!!! Malah merugikan driver yang sedang usaha cari rezeki!!!";;;
Isnan Abdurrahman;3;"Sangat di sayangkan penyempurnaan aplikasi sudah semakin baik pengguna nya pun semakin banyak, tetapi pihak IT nya tidak bisa melakukan pencegahan kepada driver"" nakal yang memakai aplikasi pihak3 BOT/MOD, cepat atau lambat aplikasi ini tidak akan bertahan lama !! Tahun ini Indrive CACAD SISTEM !! Otw uninstall";;;
Ibay;3;Udah bener sistem kemarin normal kenapa harus di rubah lagi ke sistem bobrok! tolong dong buat bagian IT/SISTEM gausah di rubah sistemnya! Soalnya banyak driver dan penumpang sangat di rugikan, terutama driver karena mereka sedang mencari nafkah, tolong untuk di perbaiki lagi sistemnya;;;
Agus firman;1;Seharusnya sistem order masuk otomatis ke driver terdekat dan tidak ada sistem lelang kepada driver. contoh seperti MAXIM tidak ada sistem lelang kepada driver dan akan di terima secara otomatis kepada driver terdekat. seharusnya pihak indriver juga harus bisa mendeteksi apk yg memakai aplikasi pihak ke 3(mood). contoh seperti saya driver baru sangatlah susah mendapat order dikarnakan selalu kalah lelang kepada driver yang memakai (mood) atau apk pihak ke 3.;;;
Erik Maulana Yusup;1;Meski sudah aktif Autobit tetep saja harus klik manual,sudah itu baru aja mau di klik orderan sudah di ambil padahal masih dalam hitungan 1 detik. Giliran dapet penumpang Autobit jarak jempunya jauh,yg deket tidak masuk lelang.;;;
Driver Tohirin (Iringade);5;Versi yg kmrn yg terdekat yg prioritas yg dapat,sekarang yg jauh² yg prioritas yg dpt,beberapa x saya ambil orderan,njemputnya jauh,hingga penumpang nunggu lama,,padahal penumpang maunya cpt,dan tuk penumpang yg jaraknya dekat dgn lokasi driver,tidak pernah dapat,mohon tuk it indriver perbaharui tuk systemnya,biar indriver bisa bersaing dgn aplikator ojol lain,tmks;;;
Syifa afia rahmadila;4;mohon di perbaiki lagi ya teknis soalnya ada jalan lebih dekat sllu di rekomendasikan yang jauh dan muter' juga harga pasti jd lebih mahal jd biasanya, jadi di pilih titik terdekat aja disetiap jalurnya karna bnr bnr jdi ngabisin wktu dan malah bayar lebih mahal dari pada pas awal' sy gunain apk ini.;;;
Fnu Boyan;5;Setelah di update Udah engak bisa terima order.sitem jd Di cocol dan di cocol susah, tapi sebgain drive masib otomatis gimana mau dapet order.udah engak ngerti sistem nya seperti apa. Tolong perbaiki sistem nya. Order banyak engak bisa di cocol. Terimakasih sekarang saya kasih bintang 5 lagi. Respon nya sangat cepat alhamdulilah sistem sudah agak membaik;;;
Hidayat Op;3;Saya sebagai pengguna aplikasi indriver penumpang, tolong jarak terdekat di munculin jangan waktu karena ketika memesan tidak sesuai waktunya, 1 menit tp jarak driver 2-3km...apalgi kalau saya lagi buru2...tolong di perbaiki sistemnya;;;
Lucky Abdul;3;Saya mau tanya...kenapa versi 5.78 tidak bisa mendapatkan orderan outomatis....ini sangat menyulitkan bagi driver......tolong lah perbaiki lagi versi 5.78 biar bisa terima otomatis...kalo versi sebelum nya enak banget nyari penumpang tuh...;;;
Rudy Lumban Tobing;2;Jarak orderan terlalu jauh, dan kebanyakan tawar menawar. Jarak di aplikasi dengan faktanya tidak sesuai. Jarak 7 KM di aplikasi cuma 4 KM. Mode Auto Bid di aplikasi hilang. Berkali terima orderan namun tetap Zonk. Merasa di PHPin terus...;;;
achmad fazriansyah;5;Utk tim IT tolong perbaiki sistemnya. Jarak penjemputan driver ke customer idealnya tidak lebih dari 2Km, Krn klo lebih tidak efisien dalam waktu penjemputan. Terima kasih;;;
Sayyayu_;1;Sebelum system dirubah, indriver sangat mudah bagi driver maupun penumpang, Setelah perubahan system semuanya jadi kacauuuuu, ribet, sering eror, jauh pnjmputan, sya sarankan pengguna indriver cari yang lain, daripada stress pke indriver kya gini systemnya aneh.;;;
Haqi;1;Aplikasi semakin gak jelas. Udah bener ada autobid malah di hilangkan lagi. Ada autobid aja belum tentu dapet penumpang wkwk Fitur maps juga dari dulu bikin susah, gak ada arah tujuan ke lokasi penjemputan jadi harus cari manual pake gmaps, harga juga gak relevan kemurahan. Penumpang bisa seenaknya bikin tawaran harga. Semoga bisa lebih baik.;;;
Darmawan Budi;4;Sistem IT diperbaiki karean banyak driver curang yang pakai aplikasi tambahan(MOD). Kalau bisa diberantas saja kasihan driver yang murni selalu kalah sama yang pakai MOD Jarak pemesan 400m saja sekarang susah didapat,itupun diawali order tidak aktif tapi 5 detik muncul lagi ngak lama order sudah diambil. Itulah bukti klo aplikasi tambahan(MOD) yang pasti dapat orderan.;;;
Akhmad Yuhdi Firdaus;5;Tolong dong diperbaiki aplikasinya, Kemarin dapet orderan penumpang, padahal deket tinggal lurus aja, ehh titik penjemputan di maps bisa loncat 2 kali pindah lokasi, muterin jalan jauh, alhasil penumpang jadi sebel, yg harusnya jemput dalam 2 menit jadi muter muter dulu sekitar 15 menit, terimakasih indrive udah buat penumpang sebel.;;;
Ikhsan naufal;3;Tolong dong min,,apk nya kalau mau di update yg lebih bagus bukan malah lebih buruk,mode otomatis nya hilang lg nih. Gimana,jd makin sulit mengetahui titik2 orderan terdekat harus di pantau trus.. Lalu mengenai orderan masuk baik nya di beri nada yg keras dan lama,jangan cuma nada klik doang malah yg bagus nada pemberitahuan yg keras. Tolong,,Permudah urusan kami sebagai driver agar pemasukan kepada apk makin bagus pula.;;;
windri mujadillah;1;Kenapa sudah update versi terbaru skrng tawar otomatis nya langsung menghilang,ini kalau di perjalanan bawa kendaraan kan membahayakan kl gk pake fitur tawar otomatis...mohon untuk di adakan lagi fitur tawar otomatisnnya...;;;
Robiardi ardi;1;Aplikasi gampang serorr setelah di perbarui trus tdk ada perkembangan sistem indrever ini namun di pakai autopun menjadi jarak dan lain2 nya tdk terkendali banyak order yng masuk namun syng server petunjung map dan arah nya jadi sering ngaco dan eror kapasitas seharus status normal namun menjadi serius erore bagi para driver nya bingung dengan ada nya sistem aplikator indrever ini jadi tdk stabil;;;
Alfredo Surentu;1;Updatetan sekarang sangat mengecewakan untuk saya (Driver)... Sepertinya app hanya mementingkan kesejahteraan bagi pengguna akun Veteran. Juga untuk keamanan aplikasi masih sangat rendah karena banyak sekali Bug dan Aplikasi tambahan (Mod) yang sangat merugikan akun yang asli...;;;
20_085 ahmad zaki ramadhani;3;Update di versi 5.78.0 sangat menyulitkan pengemudi dengan hilangnya tawar otomatis karena bisa membahayakan pengemudi juga pengguna jalan lain karena harus lebih sering melihat hp sedangkan saat ada tawar otomatis tidak perlu cukup menunggu dan masuk;;;
Rian Redjeb;1;Update pertama jarak sangat kacau jarak jauh waktu jemput 1 driver dekat tidak bisa masuk room penumpang setelah update lagi autobitnya hilang lebih parah lagi jangankan yang dekat yang jauh uda ga bisa masuk room karena setiap masuk orderan selalu notif orderan sudah diterima seharian cuman dapat 1 penumpang;;;
Elnaya Brahim;3;Saat ini saya kasih bintang 3 dulu...soalnya tarifnya terlalu murah tidak sesuai dgn jarak tempuh dan titik jemputnya. Utk pelanggan bagus, utk pemilik apk juga bagus, tp driver2nya sengsara...tarif tidak sesuai jarak tempuh dan titik jemput. Kami juga butuh keuntungan untk perawatan kendaraan serta bbm, bukan pake air dan sulap;;;
Bang Yudo;4;Perlu segera diperbaiki sistemnya karena sekarang amburadul, orderan yang jauh terasa dekat yg dekat begitu jauh, penurunan peringkat dari Very High menjadi High sangat berpengaruh terhadap orderan, dan skrg ditambah Tombol Automatis menjadi hilang, terus ke depan apalagi nih.....menyesal sy Update.;;;
rafli m ramdani;3;Untuk update apk versi sekarang ko fitur otomatisnya dihilangkan ? Ngaruh banget susah dapat orderan semenjak fiturnya hilang. Juga orderan yang masuk pada jauh sedangkan orderan deket gak masuk, tolong dong diperbaiki secepatnya!!!;;;
Irvan Maulana;1;Aplikasi buruk, order jauh dikasih waktu jemput 60 detik, orderan yg sudah diambil orang masih saja ditampilkan, ketika klik order yg baru muncul dilayar seketika muncul notif permintaan sudah diterima/tidak aktif, sudah aktifkan fitur autobid tapi tetap saja kadang harus klik terima manual. Mohon diperbaiki segera.;;;
Luffy The Strawhat;5;Tolong pengaturan waktu penjemputan direvisi lagi sesuai posisi driver. Tolong Kalau bisa hilangkan saja pilihan penawaran harga untuk penumpang.. Karena sering dapat orderan harganya sudah ditawar penumpang mulai 3rb sampai 5rb dari harga semestinya dan itu sangat merugikan driver . Tolong ditertibkan juga para pengguna mod sortir, fake gps dan ada mod yg bisa setting jarak sampai 0 meter dari posisi customer.. Terima kasih atas perhatian tim teknis.. 🙏;;;
Thirana Bagaskara;2;Awalnya sihh bagus tapi sekarang jadi jelek banget buat driver apalagi huftt Semenjak ganti sistem (N.O) sistem jadi hancur. Jarak dkt gamasuk lelang, waktu jmpt jauh dkt 60detik, sering bug. Sama aja bohong beli atribut agar status PRIORITAS ! di sistem (N.O) PRIORITAS tidak berpengaruh sama sekali. Uda bagus sistem dulu malah di otak atik ! SEBAIKNYA BALIKIN SISTEM LAMA SUPAYA DRIVER DAN CONSUMEN TIDAK PINDAH KE APLIKATOR LAIN;;;
Dely Malik Ismail;1;Semenjak ganti sistem (N.O) sistem jadi hancur. Jarak dkt gamasuk lelang, waktu jmpt jauh dkt 60detik, sering bug. Sama aja bohong beli atribut agar status PRIORITAS ! di sistem (N.O) PRIORITAS tidak berpengaruh sama sekali. Uda bagus sistem dulu malah di otak atik ! SEBAIKNYA BALIKIN SISTEM LAMA SUPAYA DRIVER DAN CONSUMEN TIDAK PINDAH KE APLIKATOR LAIN;;;
adhitia fiqri;1;sistem terbobrok yang pernah ada di kota bandung (critical), auto jarang masuk, cocol pun langsung hilang, pendapatan menurun drastis, status prioritas pun hanya sekedar nama belaka, selamat untuk update kemundurannya Indrive, jika tidak segera bebenah, lambat laun aplikasi anda akan di tinggalkan driver maupun customer.;;;
psycho episodes;4;Aplikasi sekarang banyak bugnya terutama masalah penumpang , fitur otomatis pun tidak bekerja dengan baik jarak 500 m tidak masuk sedangkan 2 km masuk , harga bisa di edit paling rendah dll;;;
amazing singal;1;Sejak pembaruan sistem yg baru, aplikasi jadi sangat tidak bagus, karena titik jemput yg terlalu jau, merugikan driver juga customer sendiri,,,,!!!! Customer yang ingin perjalanan cepat malah jadi terlambat karna titik jemput yg terlalu jau, masih bagusaan yang sistem lama,,,;;;
Bisma Jak;1;"Sistem autobid critical sangat tidak cocok di bandung karna autibid sering tiba"" tidak berfungsi (bug) tolong kembalikan sistem seperti semula banyak driver mengeluh dan brenti menjadi mitra karna kekacauan sistem sekarang dan pendapatan driver pun menurun derastis !!!!";;;
Fauzi Oryza;1;aplikasi driver banyak gangguan,banyak delay lebih enak sistem yang dulu, masa yang jauh dapet jarak yang deket ga dapet orderannya gimana tolong di perhatikan lagi.;;;
Arhamzah Pombang;1;Tolong di kembalikan lagi di versi yang kemrin , . . . Saya sebagai mitra merasa pembagian order yg versi sekarang tidaklah adil , karna banyak sektor yg berubah hampir 90% di versi sekarang ini . . . Contohnya , ada 4 driver di titk yang tdak jauh dari cs , tapi yang masuk lelang hanya 2 , kan porsi lelang sebenarnya 7 . . . Seharunya 4 itu masuk dong semua . Urusan eksekusi akhir itu memang di tangan cs . Tapi alangkah baiknya kan ke 4 nya masuk lelang saja dulu .;;;
Mocca Latte;1;Saya sebagai penumpang sangat kecewa. Jarak dan waktu di aplikasi tidak sesuai. Di aplikasi tertulis 1 menit. Realnya berbeda jauh. Tiap masuk kerja hampir terlambat. Kesalahan bukan dr drivernya. Tapi dr sistem indrivernya. Tidak seperti sebelumnya(jarak dan waktu akurat).mohon sistemnya di kaji dan di perbaikki. Terima kasih;;;
Abid Abidzar Story;1;Semakin di update, semakin hancur sistemnya, jarak penjemputan jauh semua, jarak dekat hanya bunyi saja, auto yg seharusnya membantu, malah membuat rusak sistem,;;;
Rahmat Rezki;1;"Kenapa semakin di update malah tidak bisa untuk dapatkan penumpang bagi driver. Update aplikasi terakhir 8 Mei 2024. Sewaktu di aplikasinya hanya ada tulisan ""Memuat permintaan transportasi..."",namun tidak ada list orderan. Mohon diperbaiki masalah ini karena sangat menganggu. Terima kasih";;;
Sandhi _ 87;1;Setelah diberlakukannya sistem critical update bukannya makin bagus malah makin kacau,orderan sudah jarang ada yang masuk lelangan meskipun jaraknya dekat,meskipun dapet orderan jarak jemput tidak sesuai dengan waktu yang diberikan.beda dengan sistem yang dulu orderan yang deket sama yang jauh sesuai dengan waktu yang diberikan lelangan pun gampang masuk.apa belum ada solusinya buat kebaikan semua pengguna aplikasi ini.;;;
Yudhi Ramdhani;1;aduh kenapa sih di ubah ini itu untuk wil bandung. ada bahan semua pindah ke aplikasi lain. perbaiki tuh fitur chat2an antara driver dan customer jd bisa kirim foto.eh ini malah sistem nya yg di perburuk. balikan lg sistemnya ke yang dulu.jgn banyak di update kalau sistem skrng jelek parah.;;;
Siska Susilawati;1;Aplikasi jadi kacau semenjak sistem skrng, titik penjemputan terlalu jauh, sedangkan jarak yg dekat ga masuk lelangan, guna nya auto bid buat apa????????????????? Udah enak2 sistem yg kemarin malah ganti2 ga jelas;;;
Abu Jafar;5;Tolong dong buat developer, ini aplikasi dari awal muncul sampai sebelum lebaran 2024. Sistemnya sudah bagus dari apk yang lainya karena sangat memudah kan cust dapet driver dengan jarak terdekat. Tapi untuk saat ini malah mundur jauh dari yang seblumnya. Tolong dikembalikan lagi aja seperti yang dulu;;;
Jepri Sukirno;1;inDrive sekarang sistem makin ngaa yg autobit tidak berguna yg dekat harus di cocol yg jauh bisa dapat lelangan.waktu penjemputan pun sangat singkat sekali di kira motor sya bisa terbang kali..Aplikasi sudah mau bangkrut kayanya sistem udh hampir 3bulan begini trs. Parah. Penumpang pun sekarang banyak beralih ke aplikasi Maxim dan tetanggaku. Yg sistem dan argonya jelas. Sampah;;;
Rakha Alfaro;1;IT INDRIVE Otaknya sudah mulai rusak, sistempun di buat rusak, aplikasi keseringan di otak atik bukannya makin baik malah semakin rusak! Bikin fitur autobid bukannya mempermudah malah mempersulit driver, mematikan rezeki driver yang sudah memperjuangkan dari indrive baru lahir hingga sekarang sudah besar, setelah sudah besar akun driver veteran malah di persulit masuk lelang, melainkan akun bayi baru lahir di manjakan. Perlu di ingat dan di garis bawahi! Indrive besar karena perjuangan veteran;;;
Ari P;1;Ini aplikasi paling bahaya buat driver, walaupun potongan paling kecil diantara rivalnya tapi dibalik itu semua indriver mampu se enaknya melakukan pemotongan saldo driver yg tdk ada jaminan pengembalian. Belum lagi bug-bug errornya spt: akurasi map, timer penjeputan, order yg kadang menipu, argo yg tak sesuai jarak dll Jahanam sekali aplikasi dungu dan dongok ini!;;;
Alisha Permana;1;Makin parah nih aplikasi sejak critical autobid jadi ga guna, malah di suruh cocol jarak 30m,, mending kalo di cocol masuk lelang ini mah langsung hilang, gapapa lah critical juga asal autobid benerin tuh,kalo mau di hilangkan hilangkan ga usah ada autobid jadi rata semua cocol,,,parahhhh!!!!;;;
Feru Febrian;4;Hallo indrive dan tim,saya driver indri dari era indri belm isi saldo,saat dulu apk indri sangat bisa diandalkan untuk mencari nafkah,karna sistemnya yg fair,driver yg terdekat akan masuk lelangan costumer,tapi untuk sistem critical skrng sangat mengecewakan,mungkin sudah banyak keluhan yang masuk yg kalian terima,faktanya yg terjadi di lapangan memang seperti itu,maka dari itu alangkah bijaksana jika tim indri bisa memperbaiki sistem dengan lbh fair seperti dulu,terimakasih;;;
tita wulandari;5;Saya sebagai penumpang sangat dan sangat merasa kecewa sekali,waktu 1 menit saya pilih driver tidak tw nya datang bisa sampai 5 sampai 6 menit.Ini sangat merugikan saya di saat berangkat kerja atau ada keperluan lain nya, sistem sekarang itu udah ngk benar.Sistem dulu waktu dan jarak nya sesuai ada 3 menit 4 menit jdi kita bisa tw waktu driver,ini semua driver waktu 1 menit tapi giliran ditunggu sangat jauh.Tolong jngn persulit apa lagi membuat saya pusing begini dengan sistem yang baru ini;;;
Candra Andrianto;2;Semakin hari bukan bertambah baik malah tambah rusak sistem nya,setiap orderan dekat gak masuk lelang padahal autobid,orderan jauh malah bisa di cocol,di tes order pakai hp lain malah driver2 kemarin sore perjalanan dikit ada paling atas lelang,padahal jarak nya tidak dekat,begini terus mah tinggal tunggu waktu saja ada aplikasi yang lebih bagus dan CS pada pindah ke aplikasi lain,orderan sedikit tapi pendaftaran driver buka terus,bukan nya bikin driver lama sejahtera malah pilih kasih,IT error.;;;
Zaza Riqza;1;Aplikasi Yang Sangat Tidak Relevan Dengan Dilapangan Mana Ada Di Aplikasi 1 menit tp drivernya lebih dari 1 menit , Kasian Banget Jika Driver Diburu buru untuk sampai lokasi padahal situasi kondisi sangat tidak masuk akal dan cs jadi kecewa ,padahal dulu aplikasi nya gak begini kenapa sekarang jadi gini ?Cs dan driver saling membutuhkan jadi BIJAKLAH BUAT SISTEM YANG TIDAK MERUGIKAN .Padahal Saya Baca Komentar Di IG Semuaaa pada Kecewa Dengan Sistem Baru 1 menit !!! Driver udah ada korban loh;;;
